outcome,outcome_label,exposure,exposure_label,term,estimate,se,z,p_value,ci_low,ci_high,n,n_clusters,n_parameters,knots,nonlinearity_chi2_proxy,nonlinearity_p_proxy,q_value
msi_core_partial,MSI-core,ln_oxidative_to_MEHP,ln(Oxidative/MEHP),ln_oxidative_to_MEHP_linear,0.04690795731828876,0.09928273965827075,0.4724684016551621,0.636592490781708,-0.14768621241192192,0.24150212704849944,1313,60,22,1.4;2.323;2.867;3.761,1.9165369976136815,0.38355643977034104,0.9047190876352175
msi_core_partial,MSI-core,ln_oxidative_to_MEHP,ln(Oxidative/MEHP),ln_oxidative_to_MEHP_rcs1,0.0537794926155184,0.048056843184623506,1.1190808436773463,0.2631056514187603,-0.04041192002634367,0.14797090525738046,1313,60,22,1.4;2.323;2.867;3.761,1.9165369976136815,0.38355643977034104,0.6577641285469008
msi_core_partial,MSI-core,ln_oxidative_to_MEHP,ln(Oxidative/MEHP),ln_oxidative_to_MEHP_rcs2,-0.17315416850414167,0.21246389045894845,-0.8149816334912587,0.41508282329171353,-0.5895833938036806,0.2432750567953973,1313,60,22,1.4;2.323;2.867;3.761,1.9165369976136815,0.38355643977034104,0.8385666202384795
msi_no_bmi,MSI no BMI,ln_oxidative_to_MEHP,ln(Oxidative/MEHP),ln_oxidative_to_MEHP_linear,0.08299524177104001,0.11219365424619118,0.7397498755938559,0.45945177850344815,-0.1369043205514947,0.3028948040935747,1306,60,22,1.4;2.323;2.867;3.761,0.8812114157602343,0.6436464412666558,0.8385666202384795
msi_no_bmi,MSI no BMI,ln_oxidative_to_MEHP,ln(Oxidative/MEHP),ln_oxidative_to_MEHP_rcs1,0.038693588574774535,0.0530619979570491,0.7292146934628236,0.46587034457693305,-0.0653079274210417,0.14269510457059076,1306,60,22,1.4;2.323;2.867;3.761,0.8812114157602343,0.6436464412666558,0.8385666202384795
msi_no_bmi,MSI no BMI,ln_oxidative_to_MEHP,ln(Oxidative/MEHP),ln_oxidative_to_MEHP_rcs2,-0.13572091544351494,0.22958826854758785,-0.5911491745728438,0.5544204738298742,-0.585713921796787,0.3142720909097572,1306,60,22,1.4;2.323;2.867;3.761,0.8812114157602343,0.6436464412666558,0.8761652147059034
msi_pca,MSI PCA,ln_oxidative_to_MEHP,ln(Oxidative/MEHP),ln_oxidative_to_MEHP_linear,0.017934125581869693,0.05632520738354602,0.31840318775477233,0.7501791205281664,-0.09246328088988051,0.12833153205361988,2741,60,23,1.4;2.323;2.867;3.761,0.42569648810768335,0.8082787890220703,0.9123800114531754
msi_pca,MSI PCA,ln_oxidative_to_MEHP,ln(Oxidative/MEHP),ln_oxidative_to_MEHP_rcs1,0.0235914573776508,0.037739690115179525,0.6251099917792363,0.5318988705612226,-0.05037833524810108,0.09756125000340267,2741,60,23,1.4;2.323;2.867;3.761,0.42569648810768335,0.8082787890220703,0.8761652147059034
msi_pca,MSI PCA,ln_oxidative_to_MEHP,ln(Oxidative/MEHP),ln_oxidative_to_MEHP_rcs2,0.036818934549814275,0.19699134444442137,0.18690635699581346,0.8517340548724153,-0.3492841005612516,0.42292196966088014,2741,60,23,1.4;2.323;2.867;3.761,0.42569648810768335,0.8082787890220703,0.9794738137684241
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_to_MEHP,ln(Oxidative/MEHP),ln_oxidative_to_MEHP_linear,0.006814341612089936,0.14428768963833724,0.047227463612248215,0.96233193914114,-0.275989530079051,0.2896182133032309,1292,60,22,1.4;2.323;2.867;3.761,1.2322879943496998,0.5400227572939607,0.9912693656953244
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_to_MEHP,ln(Oxidative/MEHP),ln_oxidative_to_MEHP_rcs1,0.06772619153827178,0.07136771376452992,0.9489752153435522,0.3426332177220533,-0.07215452744020687,0.20760691051675043,1292,60,22,1.4;2.323;2.867;3.761,1.2322879943496998,0.5400227572939607,0.8114997261838104
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_to_MEHP,ln(Oxidative/MEHP),ln_oxidative_to_MEHP_rcs2,-0.16800327907495405,0.291690807475952,-0.575963570908229,0.5646398050326933,-0.7397172617278199,0.40371070357791183,1292,60,22,1.4;2.323;2.867;3.761,1.2322879943496998,0.5400227572939607,0.8761652147059034
HbA1c,HbA1c,ln_oxidative_to_MEHP,ln(Oxidative/MEHP),ln_oxidative_to_MEHP_linear,0.04795358565755259,0.061775907050625425,0.7762506120428887,0.4376010277109873,-0.07312719216167324,0.16903436347677842,2671,60,23,1.4;2.323;2.867;3.761,1.9733199181645995,0.3728198473148579,0.8385666202384795
HbA1c,HbA1c,ln_oxidative_to_MEHP,ln(Oxidative/MEHP),ln_oxidative_to_MEHP_rcs1,0.03770428210578003,0.03320455371037097,1.135515400527839,0.256159432925892,-0.027376643166547074,0.10278520737810713,2671,60,23,1.4;2.323;2.867;3.761,1.9733199181645995,0.3728198473148579,0.6577641285469008
HbA1c,HbA1c,ln_oxidative_to_MEHP,ln(Oxidative/MEHP),ln_oxidative_to_MEHP_rcs2,-0.12561021380847848,0.1518870729037303,-0.8269973962043055,0.4082385373036056,-0.42330887669978984,0.17208844908283288,2671,60,23,1.4;2.323;2.867;3.761,1.9733199181645995,0.3728198473148579,0.8385666202384795
msi_core_partial,MSI-core,pct_oxidative_10,%Oxidative per 10 pp,pct_oxidative_10_linear,-0.001892385259847737,0.06585604793721167,-0.02873517799993056,0.9770757999572797,-0.13097023921678264,0.12718546869708713,1313,60,22,8.022;9.108;9.462;9.773,2.2822711582957265,0.3194560481357165,0.9912693656953244
msi_core_partial,MSI-core,pct_oxidative_10,%Oxidative per 10 pp,pct_oxidative_10_rcs1,0.06431647728389536,0.04445754772649585,1.446694218933807,0.14798258432091121,-0.0228203162600365,0.15145327082782722,1313,60,22,8.022;9.108;9.462;9.773,2.2822711582957265,0.3194560481357165,0.6006516257806234
msi_core_partial,MSI-core,pct_oxidative_10,%Oxidative per 10 pp,pct_oxidative_10_rcs2,0.3165947644972279,0.7275695585172222,0.435140201773208,0.6634606642658262,-1.1094415701965277,1.7426310991909832,1313,60,22,8.022;9.108;9.462;9.773,2.2822711582957265,0.3194560481357165,0.9047190876352175
msi_no_bmi,MSI no BMI,pct_oxidative_10,%Oxidative per 10 pp,pct_oxidative_10_linear,0.027848256643953233,0.07476752439976703,0.372464607695905,0.7095469583901328,-0.11869609117959012,0.1743926044674966,1306,60,22,8.022;9.108;9.462;9.773,1.385727613312609,0.5001417070289091,0.9109035053806327
msi_no_bmi,MSI no BMI,pct_oxidative_10,%Oxidative per 10 pp,pct_oxidative_10_rcs1,0.05267500811278729,0.04699959905047829,1.1207544144411428,0.2623924130135024,-0.03944420602615016,0.14479422225172472,1306,60,22,8.022;9.108;9.462;9.773,1.385727613312609,0.5001417070289091,0.6577641285469008
msi_no_bmi,MSI no BMI,pct_oxidative_10,%Oxidative per 10 pp,pct_oxidative_10_rcs2,0.2739360712691079,0.7608244763881864,0.36005160161190813,0.7188085451425626,-1.2172799024517373,1.7651520449899532,1306,60,22,8.022;9.108;9.462;9.773,1.385727613312609,0.5001417070289091,0.9109035053806327
msi_pca,MSI PCA,pct_oxidative_10,%Oxidative per 10 pp,pct_oxidative_10_linear,-0.0009500778371263549,0.029177069123467174,-0.032562483678739526,0.974023487641543,-0.058137133319122014,0.056236977644869304,2741,60,23,8.022;9.108;9.462;9.773,3.2671862516838233,0.19522683777704802,0.9912693656953244
msi_pca,MSI PCA,pct_oxidative_10,%Oxidative per 10 pp,pct_oxidative_10_rcs1,0.021204341470095804,0.031405716616034175,0.675174578225352,0.4995648559323012,-0.04035086309733118,0.08275954603752278,2741,60,23,8.022;9.108;9.462;9.773,3.2671862516838233,0.19522683777704802,0.8646314814212906
msi_pca,MSI PCA,pct_oxidative_10,%Oxidative per 10 pp,pct_oxidative_10_rcs2,1.1003372766853887,0.6562514212260826,1.676700790422084,0.09360100598490181,-0.18591550891773312,2.3865900622885103,2741,60,23,8.022;9.108;9.462;9.773,3.2671862516838233,0.19522683777704802,0.5179743149717417
ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 pp,pct_oxidative_10_linear,-0.03336916796392975,0.09621327542569136,-0.34682498663816763,0.7287228043045062,-0.22194718779828482,0.15520885187042532,1292,60,22,8.022;9.108;9.462;9.773,2.151992788660056,0.3409578575169938,0.9109035053806327
ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 pp,pct_oxidative_10_rcs1,0.06902360872818948,0.058475871729689495,1.1803775931252114,0.23785006967232386,-0.04558909986200192,0.18363631731838087,1292,60,22,8.022;9.108;9.462;9.773,2.151992788660056,0.3409578575169938,0.6577641285469008
ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 pp,pct_oxidative_10_rcs2,0.7603825886156592,0.872964704709955,0.8710347446043635,0.3837351823596275,-0.9506282326158526,2.4713934098471713,1292,60,22,8.022;9.108;9.462;9.773,2.151992788660056,0.3409578575169938,0.8385666202384795
HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 pp,pct_oxidative_10_linear,0.015267386991243859,0.03467146086878766,0.4403444968477818,0.659687617584328,-0.05268867631157996,0.08322345029406768,2671,60,23,8.022;9.108;9.462;9.773,2.2205035882216455,0.32947599051580895,0.9047190876352175
HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 pp,pct_oxidative_10_rcs1,0.04268464297536234,0.030391617300588095,1.4044873806217733,0.1601737668748329,-0.016882926933790322,0.102252212884515,2671,60,23,8.022;9.108;9.462;9.773,2.2205035882216455,0.32947599051580895,0.6006516257806234
HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 pp,pct_oxidative_10_rcs2,0.2799096627706801,0.5621641839498768,0.49791443631997223,0.6185443516372042,-0.8219321377710784,1.3817514633124386,2671,60,23,8.022;9.108;9.462;9.773,2.2205035882216455,0.32947599051580895,0.9047190876352175
msi_core_partial,MSI-core,ln_Sigma_DEHP,ln(Sigma DEHP),ln_Sigma_DEHP_linear,0.023002523838593216,0.08490903188636685,0.2709078566503659,0.7864619021833417,-0.1434191786586858,0.18942422633587225,1313,60,22,-4.348;-3.177;-2.42;-1.24,6.440817280581328,0.03993873434956382,0.9313364631118519
msi_core_partial,MSI-core,ln_Sigma_DEHP,ln(Sigma DEHP),ln_Sigma_DEHP_rcs1,0.03871457714453262,0.023750257611626677,1.6300697776676043,0.10308675033238857,-0.007835927774255666,0.08526508206332091,1313,60,22,-4.348;-3.177;-2.42;-1.24,6.440817280581328,0.03993873434956382,0.5179743149717417
msi_core_partial,MSI-core,ln_Sigma_DEHP,ln(Sigma DEHP),ln_Sigma_DEHP_rcs2,-0.1879638079934937,0.09663099973939265,-1.9451708923680755,0.0517544138590482,-0.3773605674827033,0.0014329514957159006,1313,60,22,-4.348;-3.177;-2.42;-1.24,6.440817280581328,0.03993873434956382,0.4657897247314338
msi_no_bmi,MSI no BMI,ln_Sigma_DEHP,ln(Sigma DEHP),ln_Sigma_DEHP_linear,0.013175844814009505,0.08914903427616884,0.14779570997026098,0.8825039951046482,-0.16155626236728143,0.18790795199530042,1306,60,22,-4.348;-3.177;-2.42;-1.24,4.917630536702664,0.08553622843910169,0.9794738137684241
msi_no_bmi,MSI no BMI,ln_Sigma_DEHP,ln(Sigma DEHP),ln_Sigma_DEHP_rcs1,0.03991370190621496,0.027419269460972843,1.455680719831943,0.14548090212436196,-0.013828066237291811,0.09365547004972173,1306,60,22,-4.348;-3.177;-2.42;-1.24,4.917630536702664,0.08553622843910169,0.6006516257806234
msi_no_bmi,MSI no BMI,ln_Sigma_DEHP,ln(Sigma DEHP),ln_Sigma_DEHP_rcs2,-0.18551773042972153,0.1108952978437169,-1.672908897284075,0.09434523200435982,-0.40287251420340664,0.03183705334396361,1306,60,22,-4.348;-3.177;-2.42;-1.24,4.917630536702664,0.08553622843910169,0.5179743149717417
msi_pca,MSI PCA,ln_Sigma_DEHP,ln(Sigma DEHP),ln_Sigma_DEHP_linear,0.0005785903746898143,0.05287578179425561,0.01094244576734886,0.9912693656953243,-0.10305794194205119,0.10421512269143081,2741,60,23,-4.348;-3.177;-2.42;-1.24,10.818658160061725,0.004474641330703802,0.9912693656953244
msi_pca,MSI PCA,ln_Sigma_DEHP,ln(Sigma DEHP),ln_Sigma_DEHP_rcs1,0.03502359019162359,0.01585193820485807,2.209420055705874,0.027145437317948506,0.003953791310101772,0.06609338907314541,2741,60,23,-4.348;-3.177;-2.42;-1.24,10.818658160061725,0.004474641330703802,0.4071815597692276
msi_pca,MSI PCA,ln_Sigma_DEHP,ln(Sigma DEHP),ln_Sigma_DEHP_rcs2,-0.1519878117121047,0.062376471732648014,-2.436620852226784,0.014825214621594196,-0.2742456963080948,-0.029729927116114607,2741,60,23,-4.348;-3.177;-2.42;-1.24,10.818658160061725,0.004474641330703802,0.4071815597692276
ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),ln_Sigma_DEHP_linear,-0.014401621713822615,0.10647677038337607,-0.1352559967960026,0.8924094747667863,-0.2230960916652397,0.19429284823759446,1292,60,22,-4.348;-3.177;-2.42;-1.24,9.883971639579137,0.007140404726955708,0.9794738137684241
ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),ln_Sigma_DEHP_rcs1,0.05194467837341098,0.025034417534992463,2.0749305751094087,0.03799296952561304,0.0028772200048257507,0.1010121367419962,1292,60,22,-4.348;-3.177;-2.42;-1.24,9.883971639579137,0.007140404726955708,0.42742090716314673
ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),ln_Sigma_DEHP_rcs2,-0.22928194725634152,0.09707466436568014,-2.361913365908088,0.01818089034796233,-0.4195482894130746,-0.03901560509960844,1292,60,22,-4.348;-3.177;-2.42;-1.24,9.883971639579137,0.007140404726955708,0.4071815597692276
HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),ln_Sigma_DEHP_linear,0.09497089862176566,0.07300566843537162,1.3008702016863087,0.19330288736941667,-0.048120211511562705,0.23806200875509403,2671,60,23,-4.348;-3.177;-2.42;-1.24,3.9462225804084285,0.1390236397449442,0.6577641285469008
HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),ln_Sigma_DEHP_rcs1,0.025562547564818294,0.022446506436319257,1.1388207620343613,0.2547779202962932,-0.01843260505036745,0.06955770018000404,2671,60,23,-4.348;-3.177;-2.42;-1.24,3.9462225804084285,0.1390236397449442,0.6577641285469008
HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),ln_Sigma_DEHP_rcs2,-0.14339544716401043,0.08809859560988695,-1.6276700686465624,0.10359486299434835,-0.31606869455938885,0.029277800231368,2671,60,23,-4.348;-3.177;-2.42;-1.24,3.9462225804084285,0.1390236397449442,0.5179743149717417
